-97.6308,-71.6686,0.909917,10.3017
-97.6504,-71.6686,0.89034,10.3017
-97.67,-71.6687,0.870763,10.3017
-97.6896,-71.6687,0.851185,10.3017
-97.7092,-71.6687,0.831608,10.3017
-97.7288,-71.6687,0.812031,10.3017
-97.7484,-71.6688,0.792454,10.3017
-97.768,-71.6688,0.772876,10.3017
-97.7876,-71.6688,0.753299,10.3017
-97.8072,-71.6688,0.733722,10.3017
-97.8268,-71.6689,0.714145,10.3017
-97.8464,-71.6689,0.694567,10.3017
-97.866,-71.6689,0.67499,10.3017
-97.8856,-71.6689,0.655413,10.3017
-97.9052,-71.669,0.635836,10.3017
-97.9248,-71.669,0.616258,10.3017
-97.9444,-71.669,0.596681,10.3017
-97.964,-71.669,0.577104,10.3017
-97.9837,-71.6691,0.557527,10.3017
-98.0033,-71.6691,0.537949,10.3017
-98.0229,-71.6691,0.518372,10.3017
-98.0425,-71.6692,0.498795,10.3017
-98.0621,-71.6692,0.479218,10.3017
-98.0817,-71.6692,0.45964,10.3017
-98.1013,-71.6692,0.440063,10.3017
-98.1209,-71.6693,0.420486,10.3017
-98.1405,-71.6693,0.400909,10.3017
-98.1601,-71.6693,0.381331,10.3017
-98.1797,-71.6693,0.361754,10.3017
-98.1993,-71.6694,0.342177,10.3017
-98.2189,-71.6694,0.3226,10.3017
-98.2385,-71.6694,0.303022,10.3017
-98.2581,-71.6694,0.283445,10.3017
-98.2777,-71.6695,0.263868,10.3017
-98.2973,-71.6695,0.244291,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.244091,10.3017
-98.2975,-71.6695,0.265277,10.2826
-98.2975,-71.6695,0.286905,10.2631
-98.2975,-71.6695,0.308533,10.2435
-98.2975,-71.6695,0.330161,10.224
-98.2975,-71.6695,0.351788,10.2045
-98.2975,-71.6695,0.373416,10.185
-98.2975,-71.6695,0.395044,10.1655
-98.2975,-71.6695,0.416672,10.1459
-98.2975,-71.6695,0.4383,10.1264
-98.2975,-71.6695,0.459927,10.1069
-98.2975,-71.6695,0.481555,10.0874
-98.2975,-71.6695,0.503183,10.0679
-98.2975,-71.6695,0.524811,10.0483
-98.2975,-71.6695,0.546438,10.0288
-98.2975,-71.6695,0.568066,10.0093
-98.2975,-71.6695,0.589694,9.98977
-98.2975,-71.6695,0.611322,9.97025
-98.2975,-71.6695,0.63295,9.95073
-98.2975,-71.6695,0.654577,9.93121
-98.2975,-71.6695,0.676205,9.91169
-98.2975,-71.6695,0.697833,9.89217
-98.2975,-71.6695,0.719461,9.87264
-98.2975,-71.6695,0.741088,9.85312
-98.2975,-71.6695,0.762716,9.8336
-98.2975,-71.6695,0.784344,9.81408
-98.2975,-71.6695,0.805972,9.79456
-98.2975,-71.6695,0.8276,9.77504
